query_name,gbif_name,iucn_assessment_year,iucn_redlist_category,AOO.range,AOO_assessment,AOO_assessment_cat,EOO.range,EOO_assessment,EOO_assessment_cat,NOP,GBIF_points_in_NA,MER,AOOkm2,AOOcat,EOOkm2,EOOcat,EOOkm2_manual,EOO_manual_cat,EOOkm2_clipped,EOO_clipped_cat,NOP_old,MER_old,AOOkm2_old,AOOcat_old,EOOkm2_old,EOOcat_old,EOOkm2_manual_old,EOO_manual_old_cat,EOOkm2_clipped_old,EOO_clipped_old_cat,NOP_recent,MER_recent,AOOkm2_recent,AOOcat_recent,EOOkm2_recent,EOOcat_recent,EOOkm2_manual_recent,EOO_manual_recent_cat,EOOkm2_clipped_recent,EOO_clipped_recent_cat
Taxus brevifolia,Taxus brevifolia,2012,Near Threatened,NA,NA,NA,NA,NA,NA,8,Yes,241961.6309,32,EN,46515.25127,LC,46751.9365,LC,32227.01496,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,241961.6309,32,EN,46515.25127,LC,46751.9365,LC,32227.01496,LC
Taxus canadensis,Taxus canadensis,2012,Least Concern,NA,NA,NA,NA,NA,NA,19,Yes,2210027.437,72,EN,1156630.653,LC,1131926.184,LC,1114990.305,LC,1,0,4,CR,0,CR,0,CR,0,CR,18,2210027.437,64,EN,1156630.653,LC,1131926.184,LC,1114990.305,LC
Tecoma stans,Tecoma stans,2018,Least Concern,9560,9560,LC,46129659.95,46129659.95,LC,1267,Yes,266384603,3500,LC,191362786.4,LC,193341272.1,LC,78100890.65,LC,293,272172343.5,560,VU,206088463.4,LC,147145727.2,LC,57118735.48,LC,974,266384603,2952,NT,180862887.6,LC,182664043.1,LC,71761680.46,LC
Thalassia testudinum,Thalassia testudinum,2007,Least Concern,NA,NA,NA,NA,NA,NA,4461,Yes,2162444.042,824,VU,760228.0697,LC,800051.1004,LC,85878.34053,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4461,2162444.042,824,VU,760228.0697,LC,800051.1004,LC,85878.34053,LC
Thelocactus bicolor,Thelocactus bicolor,2009,Least Concern,NA,NA,NA,NA,NA,NA,6,Yes,158058.8861,24,EN,77907.58163,LC,78821.38793,LC,78821.38793,LC,2,67228.11282,8,CR,0,CR,0,CR,0,CR,4,4500.352806,16,EN,500.32400259999997,EN,502.0322626,EN,502.0322626,EN
Thelypteris palustris,Thelypteris palustris,2013,Least Concern,NA,NA,NA,NA,NA,NA,21429,Yes,62657939.53,21512,LC,45850580.66,LC,47276477.91,LC,30426184.08,LC,13480,58239831.92,15704,LC,40276088.09,LC,41266710.48,LC,28050693.18,LC,7949,59145085.76,9484,LC,39780674.67,LC,41556277.38,LC,25939827.21,LC
Thermopsis montana,Thermopsis montana,2010,Least Concern,NA,NA,NA,NA,NA,NA,143,Yes,34655938.54,400,EN,11166324.24,LC,11719661.71,LC,6277976.165,LC,54,20703128.52,168,EN,4760184.379,LC,6197400.296,LC,2357606.604,LC,89,33429651.41,256,EN,11079117.76,LC,11413427.19,LC,6137509.189,LC
Thespesia populnea,Thespesia populnea,2017,Least Concern,NA,NA,NA,NA,NA,NA,252,Yes,208478891.8,752,VU,163054798,LC,188304374.5,LC,56429666.76,LC,114,167322711.6,412,EN,115154859.6,LC,142910313.9,LC,39139885.08,LC,138,205241675.9,336,EN,174200351.1,LC,164515469.6,LC,50170344.35,LC
Elymus elongatus,Thinopyrum elongatum,2018,Least Concern,1644,1644,VU,9886230,9886230,LC,28,No,3326926.071,104,EN,1114976.864,LC,1138490.243,LC,282779.0035,LC,21,3326926.071,80,EN,1114976.864,LC,1138490.243,LC,282779.0035,LC,7,355.9905422,24,EN,20.00979498,CR,20.00153987,CR,20.00153987,CR
Elymus hispidus,Thinopyrum intermedium,2018,Least Concern,696,696,VU,6164566,6164566,LC,116,No,6054213.019,344,EN,2554887.848,LC,2424057.7,LC,2061333.243,LC,23,1488476.447,64,EN,206012.2143,LC,189007.7951,LC,150044.7904,LC,93,5224291.893,260,EN,2368693.603,LC,2290218.912,LC,1974211.826,LC
Elymus farctus,Thinopyrum junceum,2018,Least Concern,2940,2940,NT,8158248,8158248,LC,3886,No,196411908.1,1044,VU,30071796.33,LC,27519937.97,LC,13568038.09,LC,821,9805828.165,872,VU,5125513.346,LC,5325861.989,LC,3021720.816,LC,3065,196409126.2,440,EN,30065686.51,LC,27513980.44,LC,13566474.47,LC
Thuja occidentalis,Thuja occidentalis,2011,Least Concern,NA,NA,NA,NA,NA,NA,667,Yes,34128764.08,2008,NT,17779290.74,LC,18491983.4,LC,7600352.799,LC,277,15273498.88,844,VU,7267648.818,LC,7693880.08,LC,2276215.055,LC,390,34128764.08,1292,VU,17528506.58,LC,18210265.25,LC,7528525.613,LC
Thuja plicata,Thuja plicata,2011,Least Concern,NA,NA,NA,NA,NA,NA,1306,Yes,327257083,3524,LC,98856140.81,LC,86025434.5,LC,40355292.53,LC,723,310297874.9,2040,NT,78601774.33,LC,67848675.59,LC,30645793.81,LC,583,288051954,1664,VU,88567875.48,LC,79091857.76,LC,37235822.34,LC
Tilia americana,Tilia americana,2017,Least Concern,NA,NA,NA,NA,NA,NA,668,Yes,40202840.44,2024,NT,21881987.92,LC,20773902.9,LC,7151959.467,LC,24,37406476.74,52,EN,20169181.43,LC,18648402.6,LC,6438332.892,LC,644,37898225.97,1980,VU,19050498.69,LC,18220429.56,LC,5718243.599,LC
Tillandsia fasciculata,Tillandsia fasciculata,2009,Least Concern,NA,NA,NA,NA,NA,NA,33,Yes,13788616.23,104,EN,4520240.93,LC,4694364.658,LC,1550632.168,LC,14,1771825.112,28,EN,17773.29226,VU,17784.01112,VU,9701.879355,VU,19,10643351.33,76,EN,3386060.974,LC,3613613.251,LC,1040504.893,LC
Tillandsia ionantha,Tillandsia ionantha,2013,Least Concern,NA,NA,NA,NA,NA,NA,16,Yes,867584.5202,60,EN,416713.8932,LC,419412.9647,LC,419412.9647,LC,1,0,4,CR,0,CR,0,CR,0,CR,15,867584.5202,56,EN,369626.515,LC,370343.1939,LC,370343.1939,LC
Tillandsia usneoides,Tillandsia usneoides,2019,Least Concern,NA,NA,NA,NA,NA,NA,1808,Yes,221289300.3,4312,LC,137473757.5,LC,135267148.5,LC,42789491.86,LC,83,200340626.7,260,EN,107006960.8,LC,98756455.4,LC,35569256.41,LC,1725,221289300.3,4112,LC,135826950.2,LC,129688278.6,LC,40222930.76,LC
Torreya californica,Torreya californica,2011,Vulnerable,NA,NA,NA,NA,NA,NA,6,Yes,14472333.53,24,EN,2164294.17,LC,1990972.753,LC,1391211.963,LC,1,0,4,CR,0,CR,0,CR,0,CR,5,125232.5777,20,EN,63702.7822,LC,65218.94153,LC,65203.84295,LC
Toxicodendron vernix,Toxicodendron vernix,2015,Least Concern,NA,NA,NA,NA,NA,NA,101,Yes,3464269.878,252,EN,2076107.115,LC,2050472.809,LC,2035005.876,LC,3,219110.2491,12,EN,32144.92357,LC,32967.39162,LC,32967.39162,LC,98,3464269.878,240,EN,2076107.115,LC,2050472.809,LC,2035005.876,LC
Tradescantia occidentalis,Tradescantia occidentalis,2015,Least Concern,NA,NA,NA,NA,NA,NA,23,Yes,3608655.724,84,EN,2058269.342,LC,2229988.542,LC,2229988.542,LC,1,0,4,CR,0,CR,0,CR,0,CR,22,3608655.724,80,EN,2058269.342,LC,2229988.542,LC,2229988.542,LC
Trapa natans,Trapa natans,2018,Least Concern,NA,NA,NA,NA,NA,NA,2694,Yes,199180937.6,4252,LC,138059795.8,LC,133434490.4,LC,68590563.99,LC,2146,166257831.3,3344,LC,90064467.51,LC,86603084.31,LC,55018493.75,LC,548,199180937.6,1344,VU,137469359.3,LC,132703469.7,LC,68438975.52,LC
Triadenum fraseri,Triadenum fraseri,2015,Least Concern,NA,NA,NA,NA,NA,NA,44,Yes,1044567.077,104,EN,332242.6555,LC,322623.8379,LC,318490.5873,LC,1,0,4,CR,0,CR,0,CR,0,CR,43,1044567.077,92,EN,332242.6555,LC,322623.8379,LC,318490.5873,LC
Triadenum virginicum,Triadenum virginicum,2015,Least Concern,NA,NA,NA,NA,NA,NA,19,Yes,2613304.822,72,EN,1351387.011,LC,1292029.851,LC,1292029.851,LC,1,0,4,CR,0,CR,0,CR,0,CR,18,1187609.662,68,EN,511796.136,LC,500955.458,LC,500955.458,LC
Triadica sebifera,Triadica sebifera,2018,Least Concern,1724,1724,VU,5370526.42,5370526.42,LC,953,Yes,147788671.9,2476,NT,77007109.07,LC,113969380.7,LC,51176488.35,LC,37,121453442.5,124,EN,60093726.96,LC,85637572.41,LC,40459812.88,LC,916,141939128,2364,NT,75075789.08,LC,113940198.1,LC,51147497.3,LC
Maytenus phyllanthoides,Tricerma phyllanthoides,2017,Least Concern,NA,NA,NA,NA,NA,NA,15,Yes,3431938.314,56,EN,1930160.704,LC,1929873.525,LC,977399.5609,LC,1,0,4,CR,0,CR,0,CR,0,CR,14,3431938.314,52,EN,1930160.704,LC,1929873.525,LC,977399.5609,LC
Trichophorum alpinum,Trichophorum alpinum,2015,Least Concern,NA,NA,NA,NA,NA,NA,20635,Yes,56420764.62,47284,LC,44413577.09,LC,43914390.18,LC,29078055.48,LC,16175,39446132.29,38776,LC,23611121.16,LC,24790643.6,LC,16813961.86,LC,4460,55878364.65,10756,LC,40207655.15,LC,40653802.82,LC,26472748.06,LC
Trichophorum caespitosum,Trichophorum cespitosum,2015,Least Concern,NA,NA,NA,NA,NA,NA,21737,No,4898742.353,29480,LC,2420060.355,LC,2379122.634,LC,939986.4275,LC,16702,4814927.057,21612,LC,2336958.289,LC,2290664.485,LC,858225.5035,LC,5035,4654620.054,11816,LC,1856130.068,LC,1741332.343,LC,710199.5962,LC
Trichostigma octandrum,Trichostigma octandrum,2018,Least Concern,1604,1604,VU,20367102.01,20367102.01,LC,14,Yes,7929853.828,48,EN,3894544.611,LC,3806300.107,LC,1254568.392,LC,5,3778925.693,20,EN,193975.1079,LC,182343.6868,LC,21615.06715,NT,9,2201684.318,28,EN,85979.84375,LC,86429.17497,LC,67973.81412,LC
Trifolium amabile,Trifolium amabile,2010,Least Concern,NA,NA,NA,NA,NA,NA,27,Yes,183.8062848,32,EN,98.87167521,CR,99.39722558,CR,99.39722558,CR,27,183.8062848,32,EN,98.87167521,CR,99.39722558,CR,99.39722558,CR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trifolium subterraneum,Trifolium subterraneum,2010,Least Concern,NA,NA,NA,NA,NA,NA,10145,No,231570965.4,19152,LC,68935261.92,LC,62911453.79,LC,27681438.21,LC,5438,226141269.3,12680,LC,62962246.93,LC,60067718.45,LC,26609402.27,LC,4707,222547348.3,8684,LC,50721384,LC,47327119.26,LC,19426165.6,LC
Triglochin maritima,Triglochin maritima,2015,Least Concern,NA,NA,NA,NA,NA,NA,38404,Yes,89289769.62,41276,LC,70887209.23,LC,67860571.51,LC,46804927.3,LC,23557,75385526.51,31580,LC,43020144.08,LC,40846284.78,LC,28916656.37,LC,14847,67037986.77,16120,LC,52298321.56,LC,51731475.92,LC,33094923.66,LC
Triglochin scilloides,Triglochin scilloides,2015,Least Concern,NA,NA,NA,NA,NA,NA,59,No,750213.2672,164,EN,225022.1004,LC,224155.3988,LC,223947.6397,LC,51,750213.2672,140,EN,222481.6806,LC,221636.8281,LC,221519.4979,LC,8,17889.21853,32,EN,9081.947561,VU,9108.256657,VU,9108.256657,VU
Tripsacum lanceolatum,Tripsacum lanceolatum,2017,Least Concern,NA,NA,NA,NA,NA,NA,4,Yes,335867.0092,16,EN,160023.9696,LC,153478.2034,LC,129448.7722,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,335867.0092,16,EN,160023.9696,LC,153478.2034,LC,129448.7722,LC
Triumfetta semitriloba,Triumfetta semitriloba,2018,Least Concern,5452,5452,LC,89936407.56,89936407.56,LC,8,Yes,94282801.68,32,EN,43452912.79,LC,54360185.85,LC,28474745.27,LC,2,12916671.6,8,CR,0,CR,0,CR,0,CR,6,27852798.73,24,EN,10986967.82,LC,14131811.15,LC,6076969.189,LC
Trixis inula,Trixis inula,2018,Least Concern,4424,4424,LC,10415752.2,10415752.2,LC,136,Yes,4212910.088,308,EN,1530700.738,LC,1775769.897,LC,1052433.39,LC,3,470910.6316,12,EN,119765.1146,LC,99576.00889,LC,71087.6465,LC,133,4212910.088,312,EN,1441760.195,LC,1695646.853,LC,972310.346,LC
Trollius laxus,Trollius laxus,2015,Least Concern,NA,NA,NA,NA,NA,NA,24,Yes,6207298.952,88,EN,2950563.503,LC,2946443.496,LC,2936785.725,LC,3,1144533.356,12,EN,97484.627,LC,35589.2267,LC,35589.2267,LC,21,6207298.952,76,EN,2950563.503,LC,2946443.496,LC,2936785.725,LC
Tsuga canadensis,Tsuga canadensis,2011,Near Threatened,NA,NA,NA,NA,NA,NA,1442,Yes,22738060.65,856,VU,11537954.17,LC,11663468.3,LC,3740385.32,LC,74,13134200.67,232,EN,6186830.185,LC,6559753.934,LC,1830971.224,LC,1368,22738060.65,636,VU,11535191.85,LC,11656144.95,LC,3735606.112,LC
Tsuga heterophylla,Tsuga heterophylla,2011,Least Concern,NA,NA,NA,NA,NA,NA,1811,Yes,348564553.6,4576,LC,93817036.37,LC,83351913.2,LC,38656815.4,LC,1012,18019039.59,2648,NT,9132877.609,LC,9349677.547,LC,3388249.43,LC,799,348564553.6,2300,NT,93771012.92,LC,83284955.19,LC,38647971.43,LC
Tsuga mertensiana,Tsuga mertensiana,2011,Least Concern,NA,NA,NA,NA,NA,NA,34,Yes,25255696.14,104,EN,12583222.21,LC,11377261.55,LC,8226689.188,LC,2,1480723.327,8,CR,0,CR,0,CR,0,CR,32,25255696.14,96,EN,12583222.21,LC,11377261.55,LC,8226689.188,LC
Typha angustifolia,Typha angustifolia,2010,Least Concern,NA,NA,NA,NA,NA,NA,30723,Yes,116027864.2,43536,LC,65395889.72,LC,65391499.8,LC,44059416.2,LC,19771,24302768.08,29516,LC,13967263.84,LC,13393438.5,LC,11256101.09,LC,10952,115923316,20172,LC,61294738.32,LC,61635110.33,LC,40522616.55,LC
Typha domingensis,Typha domingensis,2018,Least Concern,NA,NA,NA,NA,NA,NA,6987,Yes,362745184.3,12820,LC,254337314.2,LC,197015943.4,LC,81524286.94,LC,3597,252032278.7,8032,LC,140025051.2,LC,142752674.5,LC,53562872.31,LC,3390,334221871.7,5736,LC,254822322.5,LC,186122286.9,LC,77175396.44,LC
Typha latifolia,Typha latifolia,2016,Least Concern,NA,NA,NA,NA,NA,NA,30904,Yes,359164147,57196,LC,299004857.8,LC,277876360.9,LC,117009918.3,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30904,359164147,57196,LC,299004857.8,LC,277876360.9,LC,117009918.3,LC
Ulex europaeus,Ulex europaeus,2016,Least Concern,NA,NA,NA,NA,NA,NA,38916,Yes,387549839,54636,LC,254303293.1,LC,245417586,LC,79080888.95,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38916,387549839,54636,LC,254303293.1,LC,245417586,LC,79080888.95,LC
Ulmus alata,Ulmus alata,2018,Least Concern,NA,NA,NA,NA,NA,NA,268,Yes,2035216.364,852,VU,1631217.996,LC,1638908.672,LC,1429343.963,LC,11,1327.450619,16,EN,358.1137492,EN,358.6186107,EN,358.6186107,EN,257,2035216.364,832,VU,1631217.996,LC,1638908.672,LC,1429343.963,LC
Ulmus americana,Ulmus americana,2018,Endangered,NA,NA,NA,NA,NA,NA,1339,Yes,234506391.1,3552,LC,69590363.32,LC,92242858.38,LC,43099087.13,LC,30,5908431.946,68,EN,2563238.884,LC,2504715.001,LC,2447922.909,LC,1309,234506391.1,3504,LC,69590363.32,LC,92242858.38,LC,43099087.13,LC
Ulmus crassifolia,Ulmus crassifolia,2017,Least Concern,NA,NA,NA,NA,NA,NA,209,Yes,1812477.771,552,VU,1018113.681,LC,1025339.694,LC,765860.8632,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209,1812477.771,552,VU,1018113.681,LC,1025339.694,LC,765860.8632,LC
Ulmus glabra,Ulmus glabra,2017,Data Deficient,NA,NA,NA,12969325,12969325,LC,40298,Yes,300923507.1,68920,LC,107307670.3,LC,93717902.07,LC,46034455.16,LC,10611,13004888.5,21276,LC,7348205.543,LC,7359450.247,LC,5483911.736,LC,29687,300923507.1,54772,LC,107307670.3,LC,93717902.07,LC,46034455.16,LC
Ulmus rubra,Ulmus rubra,2018,Least Concern,NA,NA,NA,3000000,3000000,LC,308,Yes,4445063.528,684,VU,2750095.748,LC,2748611.253,LC,2724867.284,LC,11,654.6772814,12,EN,2.18916561,CR,2.193613383,CR,2.193613383,CR,297,4445063.528,672,VU,2750095.748,LC,2748611.253,LC,2724867.284,LC
Ulmus serotina,Ulmus serotina,2018,Least Concern,60,60,EN,128485.57,128485.57,LC,11,Yes,1536217.314,20,EN,258519.3092,LC,252460.408,LC,251886.2375,LC,4,0,4,CR,0,CR,0,CR,0,CR,7,1535989.428,20,EN,258146.8607,LC,252098.0103,LC,251535.4536,LC
Ulmus thomasii,Ulmus thomasii,2018,Least Concern,NA,NA,NA,NA,NA,NA,420,Yes,13465791.27,644,VU,4436827.259,LC,3982614.519,LC,1939755.27,LC,3,5229220.887,12,EN,134333.5208,LC,109749.5222,LC,43325.08039,LC,417,1865220.116,624,VU,993174.6536,LC,960004.5134,LC,960004.5134,LC
Umbellularia californica,Umbellularia californica,2018,Least Concern,NA,NA,NA,281058,281058,LC,1481,Yes,21710398.1,2584,NT,8246590.502,LC,7514870.737,LC,5355470.453,LC,7,20005689.94,28,EN,5328637.223,LC,4818005.531,LC,3426307.948,LC,1474,925836.3107,2548,NT,346133.1061,LC,413222.7157,LC,409061.5211,LC
Utricularia cornuta,Utricularia cornuta,2015,Least Concern,NA,NA,NA,NA,NA,NA,53,Yes,9477211.458,192,EN,5576490.184,LC,5375957.721,LC,3405815.345,LC,5,2926576.974,20,EN,1321023.225,LC,1238299.847,LC,1238299.847,LC,48,8706500.603,172,EN,4667680.242,LC,4513060.8,LC,2618182.953,LC
Utricularia foliosa,Utricularia foliosa,2016,Least Concern,1920,1920,VU,95497560,95497560,LC,48,Yes,75797787.8,128,EN,50504030.73,LC,49600859.86,LC,17803254.85,LC,28,63479620.93,88,EN,44894875.31,LC,44339618.02,LC,15412177.54,LC,20,27739398.95,40,EN,11823508.91,LC,11268850.21,LC,7775977.885,LC
Utricularia geminiscapa,Utricularia geminiscapa,2015,Least Concern,NA,NA,NA,NA,NA,NA,14,Yes,120166400,32,EN,7390828.044,LC,5749883.095,LC,2393278.948,LC,12,141.2421849,24,EN,72.18589785,CR,72.28622187,CR,9.158685644,CR,2,58216.06828,8,CR,0,CR,0,CR,0,CR
Utricularia gibba,Utricularia gibba,2018,Least Concern,NA,NA,NA,NA,NA,NA,749,Yes,359716194.2,1672,VU,301903317.2,LC,193369631.1,LC,75022685.11,LC,370,301720662.9,972,VU,189449778.5,LC,127213713.4,LC,48621744.39,LC,379,330621488.3,732,VU,252104416.6,LC,186888261.7,LC,74389502.8,LC
Utricularia intermedia,Utricularia intermedia,2015,Least Concern,NA,NA,NA,NA,NA,NA,12546,Yes,62143460.64,31616,LC,45014964.54,LC,46113963.81,LC,30819849.54,LC,10902,18691885.25,27788,LC,8216726.993,LC,9568723.864,LC,2693297.28,LC,1644,61390490.72,4668,LC,44700711.73,LC,45682562.43,LC,30584783.36,LC
Utricularia juncea,Utricularia juncea,2016,Least Concern,468,468,EN,17542013,17542013,LC,5,Yes,973428.5301,16,EN,34186.24335,LC,28752.05489,NT,3724.521374,EN,1,0,4,CR,0,CR,0,CR,0,CR,4,6136.984922,12,EN,670.590002,EN,674.5743126,EN,674.2729804,EN
Utricularia ochroleuca,Utricularia ochroleuca,2015,Least Concern,NA,NA,NA,NA,NA,NA,946,No,6745367.717,2248,NT,3513678.536,LC,3439639.589,LC,2226947.348,LC,732,6275526.973,1896,VU,3314708.314,LC,3183717.132,LC,2091044.352,LC,214,6135710.8,408,EN,2797346.869,LC,2737600.139,LC,1749029.14,LC
Utricularia purpurea,Utricularia purpurea,2015,Least Concern,NA,NA,NA,NA,NA,NA,19,Yes,7402091.578,68,EN,3530322.525,LC,3343796.312,LC,1948853.711,LC,3,563721.5743,12,EN,231713.5286,LC,203750.8004,LC,203750.8004,LC,16,7402091.578,56,EN,3530322.525,LC,3343796.312,LC,1948853.711,LC
Utricularia radiata,Utricularia radiata,2015,Least Concern,NA,NA,NA,NA,NA,NA,4,Yes,4029428.74,16,EN,695216.2725,LC,677242.4491,LC,593212.1703,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4029428.74,16,EN,695216.2725,LC,677242.4491,LC,593212.1703,LC
Utricularia resupinata,Utricularia resupinata,2015,Least Concern,NA,NA,NA,NA,NA,NA,6,Yes,1086800.973,24,EN,520174.8575,LC,491131.7638,LC,441483.708,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1086800.973,24,EN,520174.8575,LC,491131.7638,LC,441483.708,LC
Utricularia subulata,Utricularia subulata,2015,Least Concern,NA,NA,NA,NA,NA,NA,31,Yes,210578777.1,104,EN,132823142.4,LC,81324707.65,LC,26016323.28,LC,12,68810101.44,36,EN,4511132.571,LC,4424754.395,LC,2424146.367,LC,19,140901622.4,68,EN,40030449.16,LC,42956467.22,LC,12074325.32,LC
Vaccinium arboreum,Vaccinium arboreum,2018,Least Concern,1716,1716,VU,4042953.48,4042953.48,LC,260,Yes,2135123.71,780,VU,1493689.456,LC,1496822.811,LC,1252371.795,LC,4,5687.365758,12,EN,2804.987259,EN,2370.974734,EN,2370.974734,EN,256,2135123.71,768,VU,1493689.456,LC,1496822.811,LC,1252371.795,LC
Vaccinium oxycoccos,Vaccinium oxycoccos,2015,Least Concern,NA,NA,NA,NA,NA,NA,41690,Yes,71908587.95,63832,LC,54071919.29,LC,54416190.03,LC,36622646.72,LC,25106,48647249.94,45208,LC,32303164.98,LC,33471114.03,LC,22195183.08,LC,16584,71908587.95,23948,LC,54058158.63,LC,54416190.03,LC,36622646.72,LC
Vaccinium vitis-idaea,Vaccinium vitis-idaea,2015,Least Concern,NA,NA,NA,NA,NA,NA,18092,Yes,62261153.11,40188,LC,46578918.75,LC,46912000.41,LC,31955789.16,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18092,62261153.11,40188,LC,46578918.75,LC,46912000.41,LC,31955789.16,LC
Vachellia constricta,Vachellia constricta,2018,Least Concern,1528,1528,VU,2062083.33,2062083.33,LC,147,Yes,2772227.174,452,EN,1372228.205,LC,1369492.325,LC,1261847.486,LC,2,3953.633258,8,CR,0,CR,0,CR,0,CR,145,2772227.174,440,EN,1372228.205,LC,1369492.325,LC,1261847.486,LC
Vachellia farnesiana,Vachellia farnesiana,2019,Least Concern,NA,NA,NA,NA,NA,NA,7272,Yes,315013514.2,6016,LC,223792089.5,LC,184064228.7,LC,70522584.95,LC,906,257924977.6,2332,NT,172654150.9,LC,119552315.1,LC,48257719.78,LC,6366,315013514.2,3808,LC,218916866.9,LC,183923978.5,LC,70449587.4,LC
Vachellia macracantha,Vachellia macracantha,2018,Least Concern,NA,NA,NA,NA,NA,NA,47,Yes,21311728.98,172,EN,9835829.758,LC,9585642.863,LC,4982982.942,LC,14,6274620.698,48,EN,734964.6367,LC,681518.0013,LC,168860.7692,LC,33,21311728.98,124,EN,9384857.152,LC,8895135.466,LC,4779937.92,LC
Valeriana dioica,Valeriana dioica,2015,Least Concern,NA,NA,NA,NA,NA,NA,46570,Yes,25308898.9,38596,LC,13983666.89,LC,13958428.89,LC,5453371.439,LC,30411,3673798.271,29184,LC,2741468.923,LC,2733448.629,LC,1975122.665,LC,16159,22629173.64,17708,LC,12423218.73,LC,12251819.54,LC,4925847.902,LC
Valeriana uliginosa,Valeriana uliginosa,2015,Least Concern,NA,NA,NA,NA,NA,NA,58,Yes,655964.0435,84,EN,335926.7213,LC,328922.6803,LC,328922.6803,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,655964.0435,84,EN,335926.7213,LC,328922.6803,LC,328922.6803,LC
Vallesia glabra,Vallesia glabra,2015,Least Concern,NA,NA,NA,NA,NA,NA,11,Yes,5722570.893,44,EN,1196250.76,LC,906192.8786,LC,381174.9892,LC,7,1665118.006,28,EN,37119.77995,LC,28852.78765,NT,6907.204038,VU,4,5491062.152,16,EN,965668.6626,LC,748956.2556,LC,347724.5833,LC
Vallisneria americana,Vallisneria americana,2015,Least Concern,NA,NA,NA,NA,NA,NA,10,Yes,36344072.14,40,EN,14172953.44,LC,12492294.5,LC,2311824.855,LC,2,33239062.03,8,CR,0,CR,0,CR,0,CR,8,6993526.456,32,EN,1516809.539,LC,1406175.516,LC,1255707.067,LC
Ventenata dubia,Ventenata dubia,2009,Least Concern,NA,NA,NA,2000000,2000000,LC,428,Yes,23571254.42,796,VU,10684195.4,LC,11835231.37,LC,4482276.976,LC,311,965755.5491,672,VU,558351.313,LC,556888.1904,LC,549336.2317,LC,117,22035058.48,208,EN,9984460.68,LC,11135673.5,LC,4234350.737,LC
Veronica americana,Veronica americana,2015,Least Concern,NA,NA,NA,NA,NA,NA,61,Yes,263737423.6,204,EN,136917753.9,LC,174972860.3,LC,86982849.49,LC,6,22116585.19,24,EN,11976847.25,LC,24822472.9,LC,16407775.45,LC,55,246258517,184,EN,127365748.9,LC,174971913.8,LC,86982313.59,LC
Veronica catenata,Veronica catenata,2013,Least Concern,NA,NA,NA,NA,NA,NA,16396,Yes,274676622.9,24232,LC,72955856.12,LC,68165779.57,LC,29146766.32,LC,11630,189555790.5,16868,LC,42755777.76,LC,40947742.62,LC,19340148.53,LC,4766,273434729.4,10540,LC,72588497.65,LC,67814319.43,LC,29065513.12,LC
Veronica peregrina,Veronica peregrina,2015,Least Concern,NA,NA,NA,NA,NA,NA,5321,Yes,311282605.9,10660,LC,196179388.7,LC,193005196.6,LC,90988331.9,LC,3115,198075019.8,6776,LC,77143390.66,LC,82298578.26,LC,41974451.08,LC,2206,300898228.1,4948,LC,191969050.6,LC,187673000.8,LC,89597782.14,LC
Veronica scutellata,Veronica scutellata,2013,Least Concern,NA,NA,NA,NA,NA,NA,39486,Yes,336212655.2,73100,LC,125913011,LC,107678335.7,LC,51188238.83,LC,26568,278796352.9,54900,LC,88050110.33,LC,78484642.76,LC,33525436.46,LC,12918,294778759.8,26160,LC,108351122.4,LC,91908645.28,LC,44822197.66,LC
Veronica serpyllifolia,Veronica serpyllifolia,2015,Least Concern,NA,NA,NA,NA,NA,NA,35997,Yes,388017571.5,71380,LC,318257495.1,LC,294439312,LC,118222183.1,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35997,388017571.5,71380,LC,318257495.1,LC,294439312,LC,118222183.1,LC
Viburnum lentago,Viburnum lentago,2018,Least Concern,2108,2108,NT,4675835.63,4675835.63,LC,236,Yes,20702300.08,824,VU,12176536.45,LC,12232256.39,LC,5349970.645,LC,6,11080430.26,24,EN,1242712.241,LC,1153971.638,LC,470938.5483,LC,230,13348917.5,808,VU,6690516.727,LC,6588498.267,LC,2814072.327,LC
Viburnum nudum,Viburnum nudum,2018,Least Concern,2832,2832,NT,12719326.93,12719326.93,LC,337,Yes,8175196.498,1012,VU,4437007.447,LC,4319653.809,LC,3124822.16,LC,4,444654.6013,16,EN,107003.3289,LC,106026.9662,LC,106026.9662,LC,333,8175196.498,980,VU,4437007.447,LC,4319653.809,LC,3124822.16,LC
