query_name,gbif_name,iucn_assessment_year,iucn_redlist_category,AOO.range,AOO_assessment,AOO_assessment_cat,EOO.range,EOO_assessment,EOO_assessment_cat,NOP,GBIF_points_in_NA,MER,AOOkm2,AOOcat,EOOkm2,EOOcat,EOOkm2_manual,EOO_manual_cat,EOOkm2_clipped,EOO_clipped_cat,NOP_old,MER_old,AOOkm2_old,AOOcat_old,EOOkm2_old,EOOcat_old,EOOkm2_manual_old,EOO_manual_old_cat,EOOkm2_clipped_old,EOO_clipped_old_cat,NOP_recent,MER_recent,AOOkm2_recent,AOOcat_recent,EOOkm2_recent,EOOcat_recent,EOOkm2_manual_recent,EOO_manual_recent_cat,EOOkm2_clipped_recent,EOO_clipped_recent_cat
Scutellaria galericulata,Scutellaria galericulata,2013,Least Concern,NA,NA,NA,NA,NA,NA,31540,Yes,45244992.42,50940,LC,27587922.57,LC,28156271.65,LC,15834342.93,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31540,45244992.42,50940,LC,27587922.57,LC,28156271.65,LC,15834342.93,LC
Scutellaria lateriflora,Scutellaria lateriflora,2015,Least Concern,NA,NA,NA,NA,NA,NA,32,Yes,2139149.914,120,EN,1352145.192,LC,1337256.278,LC,1270601.643,LC,1,0,4,CR,0,CR,0,CR,0,CR,31,2139149.914,120,EN,1352145.192,LC,1337256.278,LC,1270601.643,LC
Senegalia berlandieri,Senegalia berlandieri,2018,Least Concern,1684,1684,VU,1967239.19,1967239.19,LC,60,Yes,474498.2472,160,EN,297927.3419,LC,298013.542,LC,298013.542,LC,12,54079.60137,8,CR,0,CR,0,CR,0,CR,48,466094.7157,156,EN,292211.0693,LC,292381.3952,LC,292381.3952,LC
Senegalia greggii,Senegalia greggii,2018,Least Concern,2840,2840,NT,2120438.99,2120438.99,LC,455,Yes,2779714.131,1200,VU,1732785.636,LC,1730455.934,LC,1559942.66,LC,7,267226.3502,24,EN,129082.9186,LC,131446.0001,LC,131446.0001,LC,448,2779714.131,1176,VU,1732785.636,LC,1730455.934,LC,1559942.66,LC
Senegalia roemeriana,Senegalia roemeriana,2018,Least Concern,84,84,EN,252451.75,252451.75,LC,15,Yes,682483.5073,60,EN,348501.8511,LC,347316.2753,LC,345507.0586,LC,1,0,4,CR,0,CR,0,CR,0,CR,14,682483.5073,56,EN,348501.8511,LC,347316.2753,LC,345507.0586,LC
Senna obtusifolia,Senna obtusifolia,2017,Least Concern,NA,NA,NA,NA,NA,NA,3065,Yes,247316900.7,7968,LC,165533101.7,LC,166491350.7,LC,70925466.19,LC,1676,204975427.5,4196,LC,83268454.64,LC,87461512.55,LC,37333103.16,LC,1389,205890179.3,3784,LC,146832902.2,LC,145755053.4,LC,57999620.96,LC
Senna pendula,Senna pendula,2010,Least Concern,NA,NA,NA,NA,NA,NA,1504,Yes,114995770.3,3236,LC,62665103.74,LC,89212544.35,LC,31304097.71,LC,197,35890319.4,552,VU,17856909.48,LC,24820790.32,LC,9323990.624,LC,1307,97772835.99,2832,NT,19443972.58,LC,44846438.94,LC,15129923.32,LC
Sequoia sempervirens,Sequoia sempervirens,2011,Endangered,1400-2000,1400,VU,44000,44000,LC,382,Yes,365267324.3,988,VU,235910106.1,LC,86557618.25,LC,35656292.39,LC,187,288176623.1,520,VU,81059038.67,LC,77487528.52,LC,32838435.51,LC,195,216070910.6,516,VU,70751822.5,LC,81801983.04,LC,34751802.56,LC
Sequoiadendron giganteum,Sequoiadendron giganteum,2011,Endangered,142,142,EN,13000,13000,VU,730,Yes,285225339.5,2012,NT,82194131.98,LC,78234779.64,LC,33039046.41,LC,394,284116507.8,1120,VU,79370431.91,LC,75441623.24,LC,31472035.29,LC,336,23984622.99,992,VU,9920665.429,LC,10741589.51,LC,4176434.16,LC
Sesbania drummondii,Sesbania drummondii,2010,Least Concern,NA,NA,NA,NA,NA,NA,6,Yes,70032.65184,24,EN,33319.58138,LC,33355.21253,LC,33355.21253,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,70032.65184,24,EN,33319.58138,LC,33355.21253,LC,33355.21253,LC
Setaria parviflora,Setaria parviflora,2009,Least Concern,NA,NA,NA,NA,NA,NA,2672,Yes,251191377.2,5536,LC,110092943.5,LC,136015987.5,LC,47082043.93,LC,421,167109671.5,1236,VU,23598013.93,LC,31460890.67,LC,12023750.26,LC,2251,373584809.9,4456,LC,187848768,LC,131885686.3,LC,45622980.18,LC
Shepherdia argentea,Shepherdia argentea,2018,Least Concern,1172,1172,VU,4658838.03,4658838.03,LC,35,Yes,17871866.6,128,EN,9286120.919,LC,8712455.994,LC,6112579.811,LC,1,0,4,CR,0,CR,0,CR,0,CR,34,17871866.6,124,EN,9286120.919,LC,8712455.994,LC,6112579.811,LC
Sidalcea hendersonii,Sidalcea hendersonii,2015,Least Concern,NA,NA,NA,250392,250392,LC,6,No,286571.9266,16,EN,12730.17666,VU,7442.640019,VU,7179.701293,VU,4,99.01442093,8,CR,0,CR,0,CR,NA,NA,2,50783.17209,8,CR,0,CR,0,CR,0,CR
Sideroxylon celastrinum,Sideroxylon celastrinum,2018,Least Concern,1292,1292,VU,8959101.21,8959101.21,LC,39,Yes,8057502.309,124,EN,3664810.487,LC,3801299.458,LC,1058760.456,LC,2,1091958.434,8,CR,0,CR,0,CR,0,CR,37,8057502.309,116,EN,3414376.393,LC,3616303.703,LC,986346.9451,LC
Sideroxylon lycioides,Sideroxylon lycioides,2018,Least Concern,172,172,EN,1223352.05,1223352.05,LC,8,Yes,244312.995,28,EN,134055.3645,LC,136200.4165,LC,136200.4165,LC,2,0.958628715,8,CR,0,CR,0,CR,0,CR,6,244312.995,20,EN,134055.3645,LC,136200.4165,LC,136200.4165,LC
Silene vulgaris,Silene vulgaris,2014,Least Concern,NA,NA,NA,NA,NA,NA,31672,Yes,305174448,42956,LC,210319286.9,LC,183959590.7,LC,86933985.59,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31672,305174448,42956,LC,210319286.9,LC,183959590.7,LC,86933985.59,LC
Simarouba glauca,Simarouba glauca,2018,Least Concern,1112,1112,VU,3413606.48,3413606.48,LC,21,Yes,579879.2679,64,EN,31185.2895,LC,31186.46438,LC,7968.047429,VU,18,374.7986034,52,EN,221.6716222,EN,222.850557,EN,222.850557,EN,3,171470.1422,12,EN,5907.47204,VU,5987.472652,VU,1059.226942,EN
Sium suave,Sium suave,2015,Least Concern,NA,NA,NA,NA,NA,NA,145,Yes,62327538.65,560,VU,36846114.74,LC,43252850.71,LC,29371910,LC,96,25960699.3,384,EN,11005663.42,LC,12516574.53,LC,10287541.31,LC,49,30040332.94,176,EN,21452460.65,LC,33452202.84,LC,21887236.67,LC
Solanum bahamense,Solanum bahamense,2018,Least Concern,796,796,VU,5299183.65,5299183.65,LC,7,No,44569.31839,28,EN,20006.30354,NT,20082.70046,NT,2500.071391,EN,1,0,4,CR,0,CR,0,CR,NA,NA,6,44057.59957,24,EN,19813.03248,VU,19888.55567,VU,2481.552214,EN
Solanum stoloniferum,Solanum stoloniferum,2017,Least Concern,NA,NA,NA,NA,NA,NA,7,Yes,36793675.82,24,EN,9791430.586,LC,8850873.202,LC,2563023.374,LC,1,0,4,CR,0,CR,0,CR,0,CR,6,1820774.108,20,EN,187360.4074,LC,184148.0273,LC,184148.0273,LC
Solidago houghtonii,Solidago houghtonii,2015,Near Threatened,10-296,10,EN,NA,NA,NA,4,Yes,19711.13305,16,EN,2694.882542,EN,2714.140761,EN,2714.140761,EN,1,0,4,CR,0,CR,0,CR,0,CR,3,116.1731579,12,EN,51.49153636,CR,51.53688228,CR,51.53688228,CR
Solidago ohioensis,Solidago ohioensis,2015,Least Concern,NA,NA,NA,NA,NA,NA,129,Yes,397811.0974,136,EN,244246.6029,LC,244770.5213,LC,244770.5213,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129,397811.0974,136,EN,244246.6029,LC,244770.5213,LC,244770.5213,LC
Solidago patula,Solidago patula,2015,Least Concern,NA,NA,NA,NA,NA,NA,17,Yes,1118204.581,64,EN,683908.8533,LC,677124.0737,LC,677124.0737,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,1118204.581,64,EN,683908.8533,LC,677124.0737,LC,677124.0737,LC
Solidago riddellii,Solidago riddellii,2015,Least Concern,NA,NA,NA,NA,NA,NA,54,Yes,46220.72717,84,EN,39560.93468,LC,39557.50114,LC,39557.50114,LC,1,0,4,CR,0,CR,0,CR,0,CR,53,45678.57278,68,EN,37671.39188,LC,37664.07309,LC,37664.07309,LC
Solidago uliginosa,Solidago uliginosa,2015,Least Concern,NA,NA,NA,NA,NA,NA,67,Yes,1745288.887,156,EN,1213786.627,LC,1223644.844,LC,1223626.215,LC,1,0,4,CR,0,CR,0,CR,0,CR,66,1745288.887,144,EN,1213786.627,LC,1223644.844,LC,1223626.215,LC
Sonchus palustris,Sonchus palustris,2013,Least Concern,NA,NA,NA,NA,NA,NA,8092,No,7321923.207,11176,LC,4878608.058,LC,4859235.956,LC,4123540.512,LC,3615,2379679.301,6096,LC,1762803.867,LC,1760487.957,LC,1295414.557,LC,4477,7321923.207,6912,LC,4843151.16,LC,4833413.506,LC,4115824.13,LC
Sophora affinis,Sophora affinis,2018,Least Concern,NA,NA,NA,NA,NA,NA,154,Yes,211350.9684,408,EN,133969.7907,LC,135205.328,LC,135205.328,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154,211350.9684,408,EN,133969.7907,LC,135205.328,LC,135205.328,LC
Dermatophyllum secundiflorum,Sophora secundiflora,2018,Least Concern,1912,1912,VU,7080393.72,7080393.72,LC,295,Yes,2591998.328,816,VU,1298227.037,LC,1215593.395,LC,1094623.028,LC,7,1146746.271,24,EN,422175.3957,LC,405525.8845,LC,405525.8845,LC,288,2591998.328,800,VU,1298227.037,LC,1215593.395,LC,1094623.028,LC
Sorbus americana,Sorbus americana,2018,Least Concern,1664,1664,VU,6531202.51,6531202.51,LC,335,Yes,13831899.8,1032,VU,6945298.41,LC,6445706.6,LC,2492087.713,LC,14,2296535.171,44,EN,1193348.003,LC,1169449.038,LC,1169449.038,LC,321,13831899.8,1008,VU,6471080.099,LC,5976398.288,LC,2288241.717,LC
Sorbus decora,Sorbus decora,2018,Least Concern,1236,1236,VU,5475597.68,5475597.68,LC,51,Yes,5968378.039,180,EN,3342078.018,LC,3278396.391,LC,2984513.259,LC,2,363671.787,8,CR,0,CR,0,CR,0,CR,49,4334831.177,168,EN,2714633.218,LC,2678930.033,LC,2385046.901,LC
Sorbus scopulina,Sorbus scopulina,2018,Least Concern,1932,1932,VU,11394375.82,11394375.82,LC,52,Yes,7665745.698,176,EN,3388463.859,LC,2714931.042,LC,1998852.047,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,7665745.698,176,EN,3388463.859,LC,2714931.042,LC,1998852.047,LC
Sorbus sitchensis,Sorbus sitchensis,2018,Least Concern,1096,1096,VU,9048040.59,9048040.59,LC,89,Yes,2172764.941,272,EN,816050.8338,LC,692259.9145,LC,557947.6085,LC,3,1327007.036,12,EN,4289.933507,EN,4259.678815,EN,986.5332818,EN,86,2172764.941,264,EN,816050.8338,LC,692259.9145,LC,557947.6085,LC
Sparganium americanum,Sparganium americanum,2015,Least Concern,NA,NA,NA,NA,NA,NA,14,Yes,5434959.009,56,EN,3019768.492,LC,3073272.74,LC,3072196.683,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,5434959.009,56,EN,3019768.492,LC,3073272.74,LC,3072196.683,LC
Sparganium angustifolium,Sparganium angustifolium,2013,Least Concern,NA,NA,NA,NA,NA,NA,14041,No,45904069.54,28532,LC,38098260.42,LC,36862344.71,LC,30472956.03,LC,11160,31957684.6,23436,LC,22065083.78,LC,21414742.13,LC,18013068.09,LC,2881,37137076.03,6700,LC,24332264.96,LC,24955342.65,LC,21003253.35,LC
Sparganium emersum,Sparganium emersum,2011,Least Concern,NA,NA,NA,NA,NA,NA,37855,Yes,44359405.46,68904,LC,26983871.15,LC,27755098.85,LC,18710193.24,LC,26287,29958255.57,51528,LC,19619727.19,LC,19075235.03,LC,17351199.05,LC,11568,31003068.93,24476,LC,16757603.58,LC,18155894.23,LC,9478849.034,LC
Sparganium erectum,Sparganium erectum,2013,Least Concern,NA,NA,NA,NA,NA,NA,34545,No,45247070.47,53232,LC,33532631.49,LC,33604964.1,LC,27920135.37,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34545,45247070.47,53232,LC,33532631.49,LC,33604964.1,LC,27920135.37,LC
Sparganium eurycarpum,Sparganium eurycarpum,2015,Least Concern,NA,NA,NA,NA,NA,NA,36,Yes,17943671.11,136,EN,10850941.08,LC,16391133.54,LC,9839661.213,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,17943671.11,136,EN,10850941.08,LC,16391133.54,LC,9839661.213,LC
Sparganium glomeratum,Sparganium glomeratum,2015,Least Concern,NA,NA,NA,NA,NA,NA,2229,No,14360834.87,6592,LC,9286497.889,LC,9003645.666,LC,8673173.871,LC,1883,14360834.87,5544,LC,9286497.889,LC,9003645.666,LC,8673173.871,LC,346,1047071.609,1172,VU,543808.9923,LC,558816.8515,LC,415324.0506,LC
Sparganium hyperboreum,Sparganium hyperboreum,2015,Least Concern,NA,NA,NA,NA,NA,NA,2659,Yes,39929859.94,9048,LC,23003652.25,LC,23069802.73,LC,15964028.32,LC,2238,39929859.94,7636,LC,22960666.06,LC,22975242.6,LC,15937586.96,LC,421,10581480.29,1552,VU,3874778.541,LC,4119703.594,LC,1302421.79,LC
Sparganium natans,Sparganium natans,2013,Least Concern,500-2000,500,VU,NA,NA,NA,14287,Yes,48346187.72,34176,LC,30597588.03,LC,30323731.59,LC,19420778.35,LC,11727,43863694.52,29228,LC,26192192.99,LC,25771975.44,LC,17536310.74,LC,2560,27616630.56,6200,LC,14473144.58,LC,15577437.56,LC,6682106.455,LC
Spathodea campanulata,Spathodea campanulata,2017,Least Concern,NA,NA,NA,NA,NA,NA,796,Yes,292047117.9,1544,VU,219764559.6,LC,215246957.1,LC,64307654.09,LC,114,154844184.2,436,EN,84276902.07,LC,84526025.48,LC,25636047.4,LC,682,291056187.1,1120,VU,219185991.7,LC,215088657.2,LC,64290192.04,LC
Spergularia bocconei,Spergularia bocconei,2013,Least Concern,NA,NA,NA,NA,NA,NA,2030,No,357655245.5,2028,NT,234684249.6,LC,95305306.56,LC,36911789.66,LC,1348,188108034.4,1192,VU,37495863.18,LC,42809650.76,LC,18822885.08,LC,682,349864631.1,1404,VU,226777742.8,LC,87173899.5,LC,34763669.56,LC
Spergularia marina,Spergularia marina,2013,Least Concern,NA,NA,NA,>300000,300000,LC,21095,Yes,269312403.1,29028,LC,153126105.8,LC,139633014.5,LC,75395851.18,LC,15656,211539908.7,21404,LC,124115266.1,LC,103835581.1,LC,61331398.46,LC,5439,269312403.1,11028,LC,135138638.1,LC,132826145.4,LC,68732886.16,LC
Sphaerophysa salsula,Sphaerophysa salsula,2010,Least Concern,NA,NA,NA,NA,NA,NA,12,No,2857560.266,48,EN,1159053.888,LC,1147363.398,LC,1147363.398,LC,11,493082.3522,44,EN,210700.5729,LC,210859.594,LC,210859.594,LC,1,0,4,CR,0,CR,0,CR,0,CR
Sphenoclea zeylanica,Sphenoclea zeylanica,2013,Least Concern,NA,NA,NA,NA,NA,NA,381,No,91564713.37,788,VU,49733387.57,LC,48943631.26,LC,20906326.01,LC,333,89444483.62,652,VU,48802842.76,LC,48056567.94,LC,20443156.21,LC,48,87686566.6,152,EN,43781584.11,LC,42906792.68,LC,16552720.79,LC
Spiranthes casei,Spiranthes casei,2009,Least Concern,NA,NA,NA,NA,NA,NA,6,Yes,54225.70595,24,EN,26168.82431,NT,26343.24227,NT,26343.24227,NT,2,904.1030212,8,CR,0,CR,0,CR,0,CR,4,23252.38618,16,EN,13541.27209,VU,13592.1176,VU,13592.1176,VU
Spiranthes romanzoffiana,Spiranthes romanzoffiana,2015,Least Concern,NA,NA,NA,NA,NA,NA,967,Yes,41881336.25,680,VU,21106991.84,LC,19334265.38,LC,13382886.8,LC,768,11862228.31,264,EN,6809878.917,LC,6535246.599,LC,4477155.486,LC,199,41881336.25,456,EN,21100453.53,LC,19329371.83,LC,13381859.36,LC
Spiranthes torta,Spiranthes torta,2014,Least Concern,NA,NA,NA,NA,NA,NA,5,No,97623.00579,8,CR,0,CR,0,CR,NA,NA,4,0,4,CR,0,CR,0,CR,NA,NA,1,0,4,CR,0,CR,0,CR,NA,NA
Spirodela polyrhiza,Spirodela polyrhiza,2018,Least Concern,NA,NA,NA,NA,NA,NA,48207,Yes,299714076.4,41752,LC,169600780.5,LC,168751677.1,LC,79685730.14,LC,32836,269716004.9,28604,LC,139953205.4,LC,143678610.1,LC,67290638.21,LC,15371,287342961.6,21988,LC,164921313.1,LC,158974047.9,LC,76573368.21,LC
Landoltia punctata,Spirodela punctata,2010,Least Concern,NA,NA,NA,NA,NA,NA,749,No,204202007.9,1644,VU,55115457.03,LC,58799810.22,LC,24270145.54,LC,357,162598691.3,1040,VU,31077195.09,LC,36012696.84,LC,12113389.66,LC,392,311052477.8,640,VU,175484453.3,LC,31714687.95,LC,12707179.61,LC
Crypsis alopecuroides,Sporobolus alopecuroides,2013,Least Concern,NA,NA,NA,NA,NA,NA,903,No,11933939.18,1340,VU,7855363.581,LC,7658436.791,LC,5327003.999,LC,639,6507079.077,1048,VU,3275706.534,LC,3382522.23,LC,1657992.329,LC,264,11926841.33,480,EN,7264751.358,LC,7114946.044,LC,4865617.741,LC
Spartina alterniflora,Sporobolus alterniflorus,2015,Least Concern,NA,NA,NA,NA,NA,NA,93,No,261621705.5,68,EN,59978779.05,LC,61462575.3,LC,25663574.35,LC,44,171042934.4,52,EN,2815605.681,LC,3403924.195,LC,1235066.693,LC,49,18435947.24,40,EN,4673417.922,LC,5539527.156,LC,235727.7061,LC
Spartina pectinata,Sporobolus michauxianus,2015,Least Concern,NA,NA,NA,NA,NA,NA,32,Yes,14937736.61,104,EN,8795428.86,LC,8975655.77,LC,4124563.832,LC,7,113054.9648,28,EN,52446.44458,LC,53399.29697,LC,51249.99166,LC,25,14937736.61,76,EN,8579411.049,LC,8735594.813,LC,3895930.696,LC
Stachys palustris,Stachys palustris,2013,Least Concern,NA,NA,NA,NA,NA,NA,32087,Yes,46074021.07,53100,LC,23461840.16,LC,25109118.78,LC,15786046.97,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32087,46074021.07,53100,LC,23461840.16,LC,25109118.78,LC,15786046.97,LC
Staphylea trifolia,Staphylea trifolia,2018,Least Concern,2528,2528,NT,6380634.22,6380634.22,LC,261,Yes,3133962.988,888,VU,2183754.112,LC,2174740.182,LC,2168658.537,LC,7,1483558.001,28,EN,588247.7195,LC,598390.5607,LC,598390.5607,LC,254,3133962.988,856,VU,2183754.112,LC,2174740.182,LC,2168658.537,LC
Stellaria humifusa,Stellaria humifusa,2015,Least Concern,NA,NA,NA,NA,NA,NA,167,No,31866932.41,580,VU,17715921.91,LC,22890387.36,LC,12794213.75,LC,141,3441250.626,500,VU,2464319.411,LC,2557565.882,LC,473894.4128,LC,26,19223733.51,92,EN,13179885.2,LC,22682669.66,LC,12734322.47,LC
Stenocereus thurberi,Stenocereus thurberi,2010,Least Concern,NA,NA,NA,NA,NA,NA,28,Yes,402448.9633,88,EN,241619.4675,LC,243651.7015,LC,160276.7581,LC,8,88352.81772,20,EN,10607.16661,VU,10780.00156,VU,10780.00156,VU,20,372849.0479,68,EN,229826.7313,LC,231902.7085,LC,151628.1156,LC
Stewartia malacodendron,Stewartia malacodendron,2015,Least Concern,NA,NA,NA,NA,NA,NA,6,Yes,593277.0927,24,EN,130579.3584,LC,130790.1784,LC,130790.1784,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,593277.0927,24,EN,130579.3584,LC,130790.1784,LC,130790.1784,LC
Stictocardia tiliifolia,Stictocardia tiliifolia,2012,Least Concern,NA,NA,NA,NA,NA,NA,39,No,175741473.4,152,EN,90092604.85,LC,113264419.2,LC,38841984.52,LC,36,115334769.2,140,EN,52402158.18,LC,103015991.4,LC,36077199.94,LC,3,790.4097732,12,EN,100.2503415,EN,100.3374236,EN,NA,NA
Stuckenia filiformis,Stuckenia filiformis,2015,Least Concern,NA,NA,NA,NA,NA,NA,4238,No,29943665.12,9520,LC,19436311.48,LC,18910291.22,LC,15560251.17,LC,3105,29943665.12,7796,LC,19401459.15,LC,18880246.64,LC,15558405.15,LC,1133,12716330.36,2192,NT,7278480.929,LC,7009318.84,LC,4682513.404,LC
Stuckenia pectinata,Stuckenia pectinata,2018,Least Concern,NA,NA,NA,NA,NA,NA,46534,Yes,346529595.3,29972,LC,205596749.3,LC,196023273.8,LC,83022619.15,LC,27636,287289126.4,19008,LC,135722517.2,LC,128351718.4,LC,63603878.64,LC,18898,345246613.4,16704,LC,198364489.5,LC,190698110.4,LC,80811668.31,LC
Stuckenia vaginata,Stuckenia vaginata,2015,Least Concern,NA,NA,NA,NA,NA,NA,281,No,20579620.79,604,VU,13004484.79,LC,12111958.71,LC,11412800.61,LC,210,20579620.79,532,VU,12834432.65,LC,11978447.77,LC,11361231.42,LC,71,4337641.746,108,EN,1625285.659,LC,1325683.453,LC,850161.5953,LC
Styrax americanus,Styrax americanus,2018,Least Concern,404,404,EN,3256397.66,3256397.66,LC,34,Yes,2292179.43,116,EN,1360615.022,LC,1372092.408,LC,1198141.122,LC,1,0,4,CR,0,CR,0,CR,0,CR,33,2292179.43,112,EN,1360615.022,LC,1372092.408,LC,1198141.122,LC
Subularia aquatica,Subularia aquatica,2015,Least Concern,NA,NA,NA,NA,NA,NA,7207,Yes,43102977.71,15268,LC,25073076.13,LC,24422995.75,LC,14999971.29,LC,5795,26937071.88,12696,LC,17545550.28,LC,17015211.14,LC,13788681.54,LC,1412,26101207.51,3020,LC,12968130.81,LC,12263312.74,LC,3547299.804,LC
Suriana maritima,Suriana maritima,2018,Least Concern,2068,2068,NT,170034849.8,170034849.8,LC,141,Yes,147467934.1,428,EN,74938148.22,LC,107758837.9,LC,31973699.6,LC,69,102152812.4,196,EN,29019152.43,LC,25602416.14,LC,7419482.483,LC,72,159597139.2,244,EN,97675194.7,LC,99707637.35,LC,29239514.42,LC
Swietenia mahagoni,Swietenia mahagoni,2018,Near Threatened,NA,NA,NA,NA,NA,NA,45,Yes,25146601.99,180,EN,12647250.06,LC,15702230.74,LC,7315754.846,LC,10,19238410.01,40,EN,8852226.936,LC,11237728.99,LC,5070540.729,LC,35,24989822.91,140,EN,11670585.76,LC,14493729.99,LC,6617429.481,LC
Symphyotrichum boreale,Symphyotrichum boreale,2015,Least Concern,NA,NA,NA,NA,NA,NA,73,Yes,1034604.444,108,EN,730298.3122,LC,753876.0191,LC,753876.0191,LC,3,600730.3529,12,EN,276968.0412,LC,288950.1265,LC,288950.1265,LC,70,743769.2724,100,EN,359803.5739,LC,356776.7946,LC,356776.7946,LC
Symphyotrichum ciliatum,Symphyotrichum ciliatum,2015,Least Concern,NA,NA,NA,NA,NA,NA,18,Yes,72058183.2,72,EN,38975173.98,LC,17491242.92,LC,12260139.95,LC,12,12198180.48,48,EN,3199139.836,LC,3394289.945,LC,2865114.64,LC,6,17137428.57,24,EN,8248496.499,LC,11004994.9,LC,6239670.959,LC
Symphyotrichum lanceolatum,Symphyotrichum lanceolatum,2015,Least Concern,NA,NA,NA,NA,NA,NA,4751,Yes,278872168.6,7948,LC,104831230.1,LC,95679427.4,LC,44821613.16,LC,2426,250579681.7,4508,LC,63522381.22,LC,54412168.32,LC,24525211.84,LC,2325,38884816.3,4384,LC,22466836.92,LC,22275905.31,LC,11654572.74,LC
Symphyotrichum nahanniense,Symphyotrichum nahanniense,2015,Near Threatened,24,24,EN,2834,2834,EN,4,Yes,2070.223246,16,EN,504.2846293,EN,500.811858,EN,500.811858,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2070.223246,16,EN,504.2846293,EN,500.811858,EN,500.811858,EN
Symphyotrichum praealtum,Symphyotrichum praealtum,2015,Least Concern,NA,NA,NA,NA,NA,NA,7,Yes,31510.43034,28,EN,20284.48059,NT,20358.80447,NT,20358.80447,NT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,31510.43034,28,EN,20284.48059,NT,20358.80447,NT,20358.80447,NT
Symphyotrichum puniceum,Symphyotrichum puniceum,2015,Least Concern,NA,NA,NA,NA,NA,NA,131,Yes,6246657.815,208,EN,2129790.33,LC,2072542.945,LC,1888639.249,LC,4,4233774.302,16,EN,1170704.365,LC,1094290.994,LC,1086936.94,LC,127,5869069.918,192,EN,1981367.552,LC,1967869.26,LC,1783965.565,LC
Symplocarpus foetidus,Symplocarpus foetidus,2015,Least Concern,NA,NA,NA,NA,NA,NA,401,Yes,15011689.91,1052,VU,7678089.651,LC,11816788.92,LC,5412045.957,LC,8,296982.0798,28,EN,102114.6674,LC,104957.0078,LC,104957.0078,LC,393,15011689.91,1048,VU,7678089.651,LC,11816788.92,LC,5412045.957,LC
Symplocos tinctoria,Symplocos tinctoria,2018,Least Concern,632,632,VU,3303828.35,3303828.35,LC,110,Yes,1722385.929,364,EN,999607.6732,LC,1005555.45,LC,945083.4789,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,1722385.929,364,EN,999607.6732,LC,1005555.45,LC,945083.4789,LC
Syringodium filiforme,Syringodium filiforme,2007,Least Concern,NA,NA,NA,NA,NA,NA,1001,Yes,75863.93929,220,EN,10133.80928,VU,10134.8505,VU,3053.117063,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1001,75863.93929,220,EN,10133.80928,VU,10134.8505,VU,3053.117063,EN
Tabebuia heterophylla,Tabebuia heterophylla,2019,Least Concern,NA,NA,NA,837590,837590,LC,61,Yes,145465812.4,160,EN,68901721.16,LC,46348636.32,LC,13506486.82,LC,24,56533250.66,76,EN,7283348.64,LC,7360560.382,LC,2162532.979,LC,37,144602997.2,92,EN,62844980.74,LC,45992319.43,LC,13439910.79,LC
Tabernaemontana alba,Tabernaemontana alba,2018,Least Concern,3632,3632,LC,4827892.52,4827892.52,LC,22,Yes,1170686.642,76,EN,665991.5114,LC,668941.0645,LC,308842.3337,LC,2,0.593656702,8,CR,0,CR,0,CR,0,CR,20,1056562.419,68,EN,567699.9791,LC,568946.3564,LC,226981.845,LC
Hibiscus tiliaceus,Talipariti tiliaceum,2017,Least Concern,NA,NA,NA,NA,NA,NA,662,Yes,225522831.8,2020,NT,169220521.3,LC,218904192.7,LC,62322357.49,LC,462,195534911.8,1456,VU,119444845.6,LC,174872100.3,LC,52269360.55,LC,200,224828234,580,VU,168446273.2,LC,218102672.1,LC,62322338.7,LC
Tamarix ramosissima,Tamarix ramosissima,2013,Least Concern,NA,NA,NA,NA,NA,NA,542,Yes,280323759.5,256,EN,94740315.56,LC,117379802.5,LC,50181149.29,LC,6,127067384.5,24,EN,842831.3092,LC,879913.1362,LC,316210.5407,LC,536,280323759.5,244,EN,94740315.56,LC,117379802.5,LC,50181149.29,LC
Taxodium distichum,Taxodium distichum,2011,Least Concern,NA,NA,NA,NA,NA,NA,382,Yes,68684479.82,1000,VU,42321219.99,LC,44860065.27,LC,23636511.24,LC,175,65986115.8,480,EN,36038021.41,LC,39429360.39,LC,19944319.07,LC,207,33908178.57,600,VU,15491208.48,LC,15734786.42,LC,3890682.364,LC
Taxodium mucronatum,Taxodium mucronatum,2011,Least Concern,NA,NA,NA,NA,NA,NA,24,Yes,743459.2701,96,EN,464334.0271,LC,475924.6189,LC,475924.6189,LC,1,0,4,CR,0,CR,0,CR,0,CR,23,743459.2701,92,EN,464334.0271,LC,475924.6189,LC,475924.6189,LC
