query_name,recordType,elementGlobalId,scientificName,primaryCommonName,classificationStatus,roundedGRank,gRank
Centaurium erythraea,SPECIES,155870,Centaurium erythraea,Common Centaury,Standard,GNR,GNR
Centaurium pulchellum,SPECIES,155655,Centaurium pulchellum,Branching Centaury,Standard,GNR,GNR
Centipeda minima,SPECIES,152759,Centipeda minima,Spreading-sneezeweed,Standard,GNR,GNR
Cephalanthus occidentalis,SPECIES,140322,Cephalanthus occidentalis,Common Buttonbush,Standard,G5,G5
Cephalanthus salicifolius,SPECIES,159757,Cephalanthus salicifolius,Mexican Buttonbush,Standard,G5,G5?
Cerastium arvense,SPECIES,135099,Cerastium arvense,Mouse-ear Chickweed,Standard,G5,G5
Ceratophyllum demersum,SPECIES,151791,Ceratophyllum demersum,Common Hornwort,Standard,G5,G5
Ceratopteris thalictroides,SPECIES,154140,Ceratopteris thalictroides,Water Sprite,Standard,G4,G4G5
Cercis canadensis,SPECIES,161081,Cercis canadensis,Eastern Redbud,Standard,G5,G5
Cercocarpus ledifolius,SPECIES,157848,Cercocarpus ledifolius,Curl-leaf Mountain-mahogany,Standard,G5,G5
Cercocarpus montanus,SPECIES,139684,Cercocarpus montanus,Colorado Birchleaf Mountain-mahogany,Standard,G5,G5
Chamaecrista absus,SPECIES,128589,Chamaecrista absus,Tropical Sensitive-pea,Standard,GNR,GNR
Chamaecrista nictitans,SPECIES,130979,Chamaecrista nictitans,Sensitive Partridge-pea,Standard,G5,G5
Chamaecyparis lawsoniana,SPECIES,152342,Chamaecyparis lawsoniana,Port Orford-cedar,Standard,G4,G4
Chamaecyparis thyoides,SPECIES,139336,Chamaecyparis thyoides,Atlantic White-cedar,Standard,G4,G4
Chamaedaphne calyculata,SPECIES,152623,Chamaedaphne calyculata,Leatherleaf,Standard,G5,G5
Chelone glabra,SPECIES,158903,Chelone glabra,White Turtlehead,Standard,G5,G5
Chilopsis linearis,SPECIES,152455,Chilopsis linearis,Desert-willow,Standard,G5,G5
Chiococca alba,SPECIES,128906,Chiococca alba,West Indian Milkberry,Standard,G5,G5
Chrysobalanus icaco,SPECIES,139262,Chrysobalanus icaco,Icaco,Standard,G5,G5
Chrysolepis chrysophylla,SPECIES,639581,Chrysolepis chrysophylla,Golden Chinquapin,Standard,G5,G5
Chrysosplenium americanum,SPECIES,159771,Chrysosplenium americanum,American Golden-saxifrage,Standard,G5,G5
Chrysosplenium tetrandrum,SPECIES,134563,Chrysosplenium tetrandrum,Northern Golden-carpet,Standard,G5,G5
Cicuta bulbifera,SPECIES,132897,Cicuta bulbifera,Bulb-bearing Water-hemlock,Standard,G5,G5
Cicuta douglasii,SPECIES,130807,Cicuta douglasii,Western Water-hemlock,Standard,G5,G5
Cicuta maculata,SPECIES,150316,Cicuta maculata,Spotted Water-hemlock,Standard,G5,G5
Cicuta virosa,SPECIES,151755,Cicuta virosa,Mackenzie's Water-hemlock,Standard,G5,G5
Citharexylum spinosum,SPECIES,137404,Citharexylum spinosum,Spiny Fiddlewood,Standard,GNR,GNR
Cladium mariscoides,SPECIES,155072,Cladium mariscoides,Twig-rush,Standard,G5,G5
Cladium mariscus,SPECIES,129764,Cladium mariscus,Sawgrass,Standard,G5,G5
Claytonia cordifolia,SPECIES,153517,Claytonia cordifolia,Heartleaf Springbeauty,Standard,G5,G5
Claytonia sarmentosa,SPECIES,136479,Claytonia sarmentosa,Alaska Springbeauty,Standard,G4,G4G5
Claytonia tuberosa,SPECIES,160818,Claytonia tuberosa,Tuber Springbeauty,Standard,G4,G4G5
Clusia rosea,SPECIES,160463,Clusia rosea,Balsam-fig,Standard,G4,G4G5
Coccoloba diversifolia,SPECIES,152214,Coccoloba diversifolia,Pigeon-plum,Standard,G5,G5
Coccoloba uvifera,SPECIES,144368,Coccoloba uvifera,Uva de Playa,Standard,G5,G5
Coleanthus subtilis,SPECIES,160581,Coleanthus subtilis,Moss Grass,Standard,G4,G3G5
Colubrina arborescens,SPECIES,135841,Colubrina arborescens,Greenheart,Standard,G4,G4
Colubrina elliptica,SPECIES,129103,Colubrina elliptica,Soldierwood,Standard,G4,G4
Colubrina greggii,SPECIES,135357,Colubrina greggii,Sierra Snakewood,Standard,G5,G5?
Comarum palustre,SPECIES,128286,Comarum palustre,Marsh Cinquefoil,Standard,G5,G5
Commelina benghalensis,SPECIES,128215,Commelina benghalensis,Hairy Honohono,Standard,G5,G5
Commelina diffusa,SPECIES,150962,Commelina diffusa,Creeping Dayflower,Standard,G5,G5
Commelina erecta,SPECIES,155609,Commelina erecta,Slender Dayflower,Standard,G5,G5
Condalia hookeri,SPECIES,159572,Condalia hookeri,Brasil Condalia,Standard,G5,G5
Conocarpus erectus,SPECIES,143047,Conocarpus erectus,Button Mangrove,Standard,G5,G5
Cordia boissieri,SPECIES,138412,Cordia boissieri,Anacahuita,Standard,G5,G5
Cordia sebestena,SPECIES,153586,Cordia sebestena,Geiger Tree,Standard,G4,G3G5
Cordyline fruticosa,SPECIES,131996,Cordyline fruticosa,Bayoneta,Standard,GNR,GNR
Coreopsis rosea,SPECIES,157053,Coreopsis rosea,Rose Coreopsis,Standard,G3,G3
Cornus alternifolia,SPECIES,142544,Cornus alternifolia,Alternate-leaf Dogwood,Standard,G5,G5
Cornus amomum,SPECIES,145276,Cornus amomum,Silky Dogwood,Standard,G5,G5
Cornus drummondii,SPECIES,148084,Cornus drummondii,Northern Roughleaf Dogwood,Standard,G5,G5
Cornus florida,SPECIES,149695,Cornus florida,Flowering Dogwood,Standard,G5,G5
Cornus foemina,SPECIES,155754,Cornus foemina,Stiff Dogwood,Standard,G5,G5
Cornus glabrata,SPECIES,157955,Cornus glabrata,Brown Dogwood,Standard,G4,G4G5
Cornus nuttallii,SPECIES,159922,Cornus nuttallii,Pacific Dogwood,Standard,G5,G5
Cornus rugosa,SPECIES,147218,Cornus rugosa,Roundleaf Dogwood,Standard,G5,G5
Cornus sericea,SPECIES,140261,Cornus sericea,Red-osier Dogwood,Standard,G5,G5
Cornus sessilis,SPECIES,134153,Cornus sessilis,Black-fruit Dogwood,Standard,G4,G4?
Coronilla valentina,SPECIES,161614,Coronilla valentina,Mediterranean Crown-vetch,Standard,GNR,GNR
Corylus americana,SPECIES,135795,Corylus americana,American Hazelnut,Standard,G5,G5
Coryphantha echinus,SPECIES,140788,Coryphantha echinus,Prickly Beehive Cactus,Standard,G4,G4G5
Coryphantha macromeris,SPECIES,143688,Coryphantha macromeris,Long Mamma Foxtail-cactus,Standard,G5,G5
Coryphantha ramillosa,SPECIES,136023,Coryphantha ramillosa,Bunched Cory Cactus,Standard,G2,G2G3
Coryphantha recurvata,SPECIES,159570,Coryphantha recurvata,Recurved Cory Cactus,Standard,G3,G3
Coryphantha sulcata,SPECIES,148301,Coryphantha sulcata,Pineapple Cactus,Standard,G3,G3G4
Cotinus obovatus,SPECIES,153598,Cotinus obovatus,American Smoketree,Standard,G4,G4
Coursetia caribaea,SPECIES,157683,Coursetia caribaea,Anil Falso,Standard,G5,G5
Coursetia glandulosa,SPECIES,138569,Coursetia glandulosa,Rosary Baby-bonnets,Standard,G4,G4G5
Crataegus berberifolia,SPECIES,137026,Crataegus berberifolia,Barberry-leaf Hawthorn,Standard,G4,G4G5Q
Crataegus calpodendron,SPECIES,143604,Crataegus calpodendron,Pear Hawthorn,Standard,G5,G5
Crataegus chrysocarpa,SPECIES,735669,Crataegus chrysocarpa,Fireberry Hawthorn,Standard,G5,G5
Crataegus coccinea,SPECIES,828152,Crataegus coccinea,Scarlet Hawthorn,Provisional,G5,G5
Crataegus crus-galli,SPECIES,156740,Crataegus crus-galli,Cockspur Hawthorn,Standard,G5,G5
Crataegus douglasii,SPECIES,735775,Crataegus douglasii,Douglas' Hawthorn,Standard,G5,G5
Crataegus erythropoda,SPECIES,158042,Crataegus erythropoda,Cerro Hawthorn,Standard,G5,G5
Crataegus holmesiana,SPECIES,135429,Crataegus holmesiana,Holmes' Hawthorn,Standard,G5,G5
Crataegus marshallii,SPECIES,143603,Crataegus marshallii,Parsley-leaf Hawthorn,Standard,G5,G5
Crataegus mollis,SPECIES,135468,Crataegus mollis,Downy Hawthorn,Standard,G5,G5
Crataegus opaca,SPECIES,135096,Crataegus opaca,Riverflat Hawthorn,Standard,G5,G5
Crataegus phaenopyrum,SPECIES,131803,Crataegus phaenopyrum,Washington Hawthorn,Standard,G4,G4?
Crataegus pruinosa,SPECIES,951257,Crataegus pruinosa,Frosted Hawthorn,Standard,G5,G5
Crataegus punctata,SPECIES,131890,Crataegus punctata,Dotted Hawthorn,Standard,G5,G5
Crataegus rivularis,SPECIES,143022,Crataegus rivularis,Dotted Hawthorn,Standard,G5,G5
Crataegus spathulata,SPECIES,139779,Crataegus spathulata,Littlehip Hawthorn,Standard,G5,G5
Crataegus submollis,SPECIES,136582,Crataegus submollis,Quebec Hawthorn,Standard,G5,G5
Crataegus succulenta,SPECIES,140263,Crataegus succulenta,Fleshy Hawthorn,Standard,G5,G5
Crataegus viridis,SPECIES,735849,Crataegus viridis,Green Hawthorn,Standard,G5,G5
Crossopetalum rhacoma,SPECIES,141250,Crossopetalum rhacoma,Poison-cherry,Standard,G5,G5
Crotalaria lanceolata,SPECIES,152637,Crotalaria lanceolata,Lanceleaf Rattlebox,Standard,GNR,GNR
Crotalaria micans,SPECIES,131743,Crotalaria micans,Caracas Rattlebox,Standard,GNR,GNR
Crotalaria pumila,SPECIES,141140,Crotalaria pumila,Low Rattlebox,Standard,G5,G5
Croton cortesianus,SPECIES,130487,Croton cortesianus,Cortez's Croton,Standard,G5,G5
Crypsis alopecuroides,SPECIES,131625,Crypsis alopecuroides,Fox-tail Timothy,Standard,GNR,GNR
Cucurbita digitata,SPECIES,137211,Cucurbita digitata,Fingerleaf Gourd,Standard,G5,G5
Cucurbita foetidissima,SPECIES,149005,Cucurbita foetidissima,Missouri Gourd,Standard,G5,G5
Cucurbita palmata,SPECIES,160806,Cucurbita palmata,Coyote Gourd,Standard,G4,G4G5
Cucurbita pepo,SPECIES,639033,Cucurbita pepo,Field Pumpkin,Standard,G4,G4G5
Cupania glabra,SPECIES,161344,Cupania glabra,Florida Toadwood,Standard,G4,G4
Cupressus arizonica,SPECIES,156348,Cupressus arizonica,Arizona Cypress,Standard,G4,G4
Cupressus goveniana,SPECIES,151683,Cupressus goveniana,Gowen Cypress,Standard,G2,G2
Cupressus macrocarpa,SPECIES,128986,Cupressus macrocarpa,Monterey Cypress,Standard,G1,G1
Cupressus sargentii,SPECIES,130652,Cupressus sargentii,Sargent's Cypress,Standard,G4,G4
Cuscuta gronovii,SPECIES,128408,Cuscuta gronovii,Gronovius Dodder,Standard,G5,G5
Cylindropuntia echinocarpa,SPECIES,131414,Cylindropuntia echinocarpa,Golden Cholla,Provisional,G5,G5
Cynodon transvaalensis,SPECIES,138363,Cynodon transvaalensis,Transvaal Dog's-tooth Grass,Standard,GNR,GNR
Cyperus amabilis,SPECIES,151232,Cyperus amabilis,Foothill Flatsedge,Standard,G5,G5
Cyperus articulatus,SPECIES,147921,Cyperus articulatus,Jointed Flatsedge,Standard,G4,G4G5
Cyperus compressus,SPECIES,151857,Cyperus compressus,Poorland Flatsedge,Standard,G5,G5
Cyperus dentatus,SPECIES,147423,Cyperus dentatus,Toothed Flatsedge,Standard,G4,G4
Cyperus distans,SPECIES,158797,Cyperus distans,Mexican Flatsedge,Standard,G5,G5
Cyperus eragrostis,SPECIES,154403,Cyperus eragrostis,Tall Flatsedge,Standard,G5,G5
Cyperus erythrorhizos,SPECIES,158829,Cyperus erythrorhizos,Red-root Flatsedge,Standard,G5,G5
Cyperus flavescens,SPECIES,133377,Cyperus flavescens,Yellow Flatsedge,Standard,G5,G5
Cyperus fuscus,SPECIES,151333,Cyperus fuscus,Brown Flatsedge,Standard,GNR,GNR
Cyperus haspan,SPECIES,155331,Cyperus haspan,Sheathed Flatsedge,Standard,G5,G5
Cyperus iria,SPECIES,158831,Cyperus iria,Iria Flatsedge,Standard,GNR,GNR
Cyperus laevigatus,SPECIES,127947,Cyperus laevigatus,Smooth Flatsedge,Standard,G5,G5
Cyperus lanceolatus,SPECIES,132275,Cyperus lanceolatus,Epiphytic Flatsedge,Standard,G5,G5?
Cyperus papyrus,SPECIES,158830,Cyperus papyrus,Papyrus Flatsedge,Standard,GNR,GNR
Cyperus polystachyos,SPECIES,129393,Cyperus polystachyos,Many-spike Flatsedge,Standard,G5,G5
Cyperus rotundus,SPECIES,149766,Cyperus rotundus,Purple Flatsedge,Standard,G5,G5
Cyperus squarrosus,SPECIES,147983,Cyperus squarrosus,Awned Flatsedge,Standard,G5,G5
Cyperus strigosus,SPECIES,132274,Cyperus strigosus,Straw-colored Flatsedge,Standard,G5,G5
Cypripedium acaule,SPECIES,138178,Cypripedium acaule,Pink Lady's-slipper,Standard,G5,G5
Cypripedium arietinum,SPECIES,150310,Cypripedium arietinum,Ram's-head Lady's-slipper,Standard,G3,G3
Cypripedium californicum,SPECIES,152204,Cypripedium californicum,California Lady's-slipper,Standard,G3,G3
Cypripedium candidum,SPECIES,157660,Cypripedium candidum,Small White Lady's-slipper,Standard,G4,G4
Cypripedium fasciculatum,SPECIES,159788,Cypripedium fasciculatum,Clustered Lady's-slipper,Standard,G4,G4
Cypripedium guttatum,SPECIES,130189,Cypripedium guttatum,Spotted Lady's-slipper,Standard,G5,G5
Cypripedium kentuckiense,SPECIES,140924,Cypripedium kentuckiense,Southern Lady's-slipper,Standard,G3,G3
Cypripedium montanum,SPECIES,147481,Cypripedium montanum,Mountain Lady's-slipper,Standard,G4,G4G5
Cypripedium parviflorum,SPECIES,144288,Cypripedium parviflorum,American Yellow Lady's-slipper,Standard,G5,G5
Cypripedium passerinum,SPECIES,136292,Cypripedium passerinum,Sparrow's-egg Lady's-slipper,Standard,G5,G5
Cypripedium reginae,SPECIES,159904,Cypripedium reginae,Showy Lady's-slipper,Standard,G4,G4G5
Cyrilla racemiflora,SPECIES,131680,Cyrilla racemiflora,Swamp Cyrilla,Standard,G5,G5
Cytisus striatus,SPECIES,859768,Cytisus striatus,Striped Broom,Standard,GNR,GNR
Dalea formosa,SPECIES,148959,Dalea formosa,Feather-plume Dalea,Standard,G5,G5
Darlingtonia californica,SPECIES,147374,Darlingtonia californica,California Pitcherplant,Standard,G3,G3G4
Dasylirion wheeleri,SPECIES,136036,Dasylirion wheeleri,Spoonflower,Standard,G4,G4G5
Daucus pusillus,SPECIES,144434,Daucus pusillus,Southwestern Carrot,Standard,G5,G5
Decodon verticillatus,SPECIES,134197,Decodon verticillatus,Hairy Swamp Loosestrife,Standard,G5,G5
Delonix regia,SPECIES,149217,Delonix regia,Flamboyant-tree,Standard,GNR,GNR
Dendromecon rigida,SPECIES,148124,Dendromecon rigida,Tree Poppy,Standard,G4,G4
Desmodium intortum,SPECIES,130117,Desmodium intortum,Maricao,Standard,G5,G5
Dichrostachys cinerea,SPECIES,134966,Dichrostachys cinerea,Aroma,Standard,GNR,GNR
Dicranopteris linearis,SPECIES,136050,Dicranopteris linearis,Old World Forked Fern,Standard,G5,G5
Distichlis spicata,SPECIES,155306,Distichlis spicata,Seashore Saltgrass,Standard,G5,G5
Dodonaea viscosa,SPECIES,159407,Dodonaea viscosa,Varnish-leaf,Standard,G5,G5
Doellingeria umbellata,SPECIES,137087,Doellingeria umbellata,Flat-top White Aster,Standard,G5,G5
Dopatrium junceum,SPECIES,155142,Dopatrium junceum,Dopatrium,Standard,GNR,GNR
Downingia elegans,SPECIES,129487,Downingia elegans,Common Downingia,Standard,G5,G5
Drosera filiformis,SPECIES,140608,Drosera filiformis,Threadleaf Sundew,Standard,G4,G4
Drosera linearis,SPECIES,148004,Drosera linearis,Slenderleaf Sundew,Standard,G4,G4G5
Drosera rotundifolia,SPECIES,158710,Drosera rotundifolia,Roundleaf Sundew,Standard,G5,G5
Drypetes lateriflora,SPECIES,128614,Drypetes lateriflora,Guiana Plum,Standard,G4,G4G5
Dulichium arundinaceum,SPECIES,143588,Dulichium arundinaceum,Threeway Sedge,Standard,G5,G5
Duranta erecta,SPECIES,154807,Duranta erecta,Golden Dewdrops,Standard,G5,G5
Ebenopsis ebano,SPECIES,138175,Ebenopsis ebano,Ebony Blackbead,Standard,G4,G4
Echinocactus horizonthalonius,SPECIES,155968,Echinocactus horizonthalonius,Turk's-head Cactus,Standard,G4,G4
Echinocactus polycephalus,SPECIES,156077,Echinocactus polycephalus,Cottontop Cactus,Standard,G3,G3G4
Echinocactus texensis,SPECIES,154191,Echinocactus texensis,Horse Crippler,Standard,G5,G5
Echinocereus coccineus,SPECIES,160783,Echinocereus coccineus,Scarlet Hedgehog Cactus,Standard,G5,G5
Echinocereus engelmannii,SPECIES,160314,Echinocereus engelmannii,Engelmann's Hedgehog Cactus,Standard,G5,G5
Echinocereus enneacanthus,SPECIES,142293,Echinocereus enneacanthus,Pitaya,Standard,G5,G5
Echinocereus fendleri,SPECIES,130027,Echinocereus fendleri,Fendler's Hedgehog Cactus,Standard,G4,G4G5
Echinocereus nicholii,SPECIES,141155,Echinocereus nicholii,Nichol's Hedgehog Cactus,Standard,G4,G4?Q
Echinocereus pectinatus,SPECIES,155859,Echinocereus pectinatus,Arizona Rainbow Cactus,Standard,G5,G5
Echinocereus pentalophus,SPECIES,153989,Echinocereus pentalophus,Lady-finger Hedgehog Cactus,Standard,G4,G4
Echinocereus poselgeri,SPECIES,128760,Echinocereus poselgeri,Dahlia Apple Cactus,Standard,G4,G4
Echinocereus reichenbachii,SPECIES,134871,Echinocereus reichenbachii,Reichenbach's Hedgehog Cactus,Standard,G5,G5
Echinocereus rigidissimus,SPECIES,157022,Echinocereus rigidissimus,Arizona Rainbow Cactus,Standard,G5,G5
Echinocereus stramineus,SPECIES,161746,Echinocereus stramineus,Strawberry Hedgehog Cactus,Standard,G4,G4?
Echinocereus triglochidiatus,SPECIES,134499,Echinocereus triglochidiatus,Mound Hedgehog Cactus,Standard,G5,G5
Echinocereus viridiflorus,SPECIES,150914,Echinocereus viridiflorus,Green-flower Hedgehog Cactus,Standard,G5,G5
Echinochloa crus-galli,SPECIES,158283,Echinochloa crus-galli,Barnyard Grass,Standard,GNR,GNR
Echinochloa crus-pavonis,SPECIES,135870,Echinochloa crus-pavonis,Gulf Cockspur,Standard,G5,G5
Echinochloa frumentacea,SPECIES,155893,Echinochloa frumentacea,Billion Dollar Grass,Standard,GNR,GNR
Echinochloa walteri,SPECIES,135237,Echinochloa walteri,Walter's Barnyard Grass,Standard,G5,G5
Eclipta prostrata,SPECIES,128180,Eclipta prostrata,False Daisy,Standard,G5,G5
Ehretia anacua,SPECIES,132890,Ehretia anacua,Anaqua,Standard,G5,G5
Ehrharta stipoides,SPECIES,131617,Ehrharta stipoides,Weeping Grass,Standard,GNR,GNR
Elaeagnus angustifolia,SPECIES,153771,Elaeagnus angustifolia,Russian Olive,Standard,GNR,GNR
Elaeagnus commutata,SPECIES,156120,Elaeagnus commutata,American Silverberry,Standard,G5,G5
Elatine ambigua,SPECIES,159079,Elatine ambigua,Asian Waterwort,Standard,GNR,GNR
Elatine brachysperma,SPECIES,149608,Elatine brachysperma,Shortseed Waterwort,Standard,G5,G5
Elatine triandra,SPECIES,161078,Elatine triandra,Longstem Waterwort,Standard,G5,G5
Eleocharis acicularis,SPECIES,133011,Eleocharis acicularis,Least Spikerush,Standard,G5,G5
Eleocharis atropurpurea,SPECIES,142942,Eleocharis atropurpurea,Purple Spikerush,Standard,G4,G4G5
Eleocharis compressa,SPECIES,157237,Eleocharis compressa,Flat-stem Spikerush,Standard,G4,G4
Eleocharis elliptica,SPECIES,159915,Eleocharis elliptica,Slender Spikerush,Standard,G5,G5
Eleocharis erythropoda,SPECIES,146043,Eleocharis erythropoda,Bald Spikerush,Standard,G5,G5
Eleocharis geniculata,SPECIES,131214,Eleocharis geniculata,Capitate Spikerush,Standard,G5,G5
Eleocharis intermedia,SPECIES,145729,Eleocharis intermedia,Matted Spikerush,Standard,G5,G5
Eleocharis macrostachya,SPECIES,155550,Eleocharis macrostachya,Creeping Spikerush,Standard,G5,G5
Eleocharis obtusa,SPECIES,133471,Eleocharis obtusa,Blunt Spikerush,Standard,G5,G5
Eleocharis palustris,SPECIES,889836,Eleocharis palustris,Creeping Spikerush,Standard,G5,G5
Eleocharis quinqueflora,SPECIES,131213,Eleocharis quinqueflora,Few-flower Spikerush,Standard,G5,G5
Eleocharis rostellata,SPECIES,132387,Eleocharis rostellata,Beaked Spikerush,Standard,G5,G5
Eleocharis uniglumis,SPECIES,128007,Eleocharis uniglumis,Creeping Spikerush,Standard,G5,G5?Q
Eleusine indica,SPECIES,134487,Eleusine indica,Indian Goosegrass,Standard,GNR,GNR
Elodea canadensis,SPECIES,142773,Elodea canadensis,Broad Waterweed,Standard,G5,G5
Elodea nuttallii,SPECIES,157069,Elodea nuttallii,Nuttall's Waterweed,Standard,G5,G5
Ephedra antisyphilitica,SPECIES,154740,Ephedra antisyphilitica,Mormon-tea,Standard,G3,G3G4
Ephedra nevadensis,SPECIES,138666,Ephedra nevadensis,Nevada Mormon-tea,Standard,G5,G5
Ephedra torreyana,SPECIES,160772,Ephedra torreyana,Torrey's Mormon-tea,Standard,G5,G5?
Ephedra trifurca,SPECIES,142549,Ephedra trifurca,Longleaf Mormon-tea,Standard,G5,G5
Ephedra viridis,SPECIES,137122,Ephedra viridis,Green Mormon-tea,Standard,G5,G5
Epilobium ciliatum,SPECIES,152732,Epilobium ciliatum,Hairy Willowherb,Standard,G5,G5
Epilobium coloratum,SPECIES,136644,Epilobium coloratum,Purpleleaf Willowherb,Standard,G5,G5
Epilobium leptophyllum,SPECIES,137477,Epilobium leptophyllum,Linear-leaf Willowherb,Standard,G5,G5
Epilobium palustre,SPECIES,140433,Epilobium palustre,Marsh Willowherb,Standard,G5,G5
Epilobium parviflorum,SPECIES,139279,Epilobium parviflorum,Small-flower Hairy Willowherb,Standard,GNR,GNR
Epipactis gigantea,SPECIES,152197,Epipactis gigantea,Giant Helleborine,Standard,G4,G4
Epithelantha micromeris,SPECIES,130371,Epithelantha micromeris,Ping-pong-ball Button Cactus,Standard,G4,G4
Equisetum hyemale,SPECIES,150054,Equisetum hyemale,Rough Horsetail,Standard,G5,G5
Equisetum palustre,SPECIES,142666,Equisetum palustre,Marsh Horsetail,Standard,G5,G5
Equisetum ramosissimum,SPECIES,152636,Equisetum ramosissimum,Branched Horsetail,Standard,GNR,GNR
Equisetum scirpoides,SPECIES,152751,Equisetum scirpoides,Dwarf Scouring-rush,Standard,G5,G5
Equisetum telmateia,SPECIES,145046,Equisetum telmateia,Giant Horsetail,Standard,G5,G5
Eragrostis hypnoides,SPECIES,152049,Eragrostis hypnoides,Teal Lovegrass,Standard,G5,G5
Eragrostis prolifera,SPECIES,152895,Eragrostis prolifera,Dominican Lovegrass,Standard,G4,G4G5
Eragrostis unioloides,SPECIES,149078,Eragrostis unioloides,Chinese Lovegrass,Standard,GNR,GNR
Erica lusitanica,SPECIES,153557,Erica lusitanica,Spanish Heath,Standard,GNR,GNR
Erigeron lonchophyllus,SPECIES,133937,Erigeron lonchophyllus,Short-ray Fleabane,Standard,G5,G5
Eriocaulon aquaticum,SPECIES,137092,Eriocaulon aquaticum,Seven-angle Pipewort,Standard,G5,G5
Eriophorum callitrix,SPECIES,137540,Eriophorum callitrix,Sheathed Cotton-grass,Standard,G5,G5
Eriophorum chamissonis,SPECIES,131863,Eriophorum chamissonis,Russet Cotton-grass,Standard,G5,G5
Eriophorum tenellum,SPECIES,153796,Eriophorum tenellum,Rough Cotton-grass,Standard,G5,G5
Eriophorum vaginatum,SPECIES,150356,Eriophorum vaginatum,Tussock Cotton-grass,Standard,G5,G5
Eriophorum virginicum,SPECIES,144373,Eriophorum virginicum,Tawny Cotton-grass,Standard,G5,G5
Eriophorum viridicarinatum,SPECIES,140875,Eriophorum viridicarinatum,Green Keeled Cotton-grass,Standard,G5,G5
Erithalis fruticosa,SPECIES,139567,Erithalis fruticosa,Blacktorch,Standard,G5,G5
Ernodea littoralis,SPECIES,147619,Ernodea littoralis,Golden-creeper,Standard,G4,G4
Erythrina flabelliformis,SPECIES,132361,Erythrina flabelliformis,Southwestern Coral-bean,Standard,G4,G4
Erythrina herbacea,SPECIES,148191,Erythrina herbacea,Eastern Coral-bean,Standard,G5,G5
Erythrina sandwicensis,SPECIES,141199,Erythrina sandwicensis,Wiliwili,Standard,G2,G2
Erythrina variegata,SPECIES,152445,Erythrina variegata,Tiger's-claw,Standard,GNR,GNR
Escobaria dasyacantha,SPECIES,157462,Escobaria dasyacantha,Big Bend Foxtail Cactus,Standard,G3,G3
Escobaria emskoetteriana,SPECIES,140485,Escobaria emskoetteriana,Robert's Foxtail Cactus,Standard,G4,G4
Escobaria minima,SPECIES,129850,Escobaria minima,Nellie Cory Cactus,Standard,G1,G1
Escobaria missouriensis,SPECIES,140613,Escobaria missouriensis,Missouri Foxtail Cactus,Standard,G5,G5
Escobaria sneedii,SPECIES,154759,Escobaria sneedii,Carpet Foxtail Cactus,Standard,G2,G2G3Q
Escobaria tuberculosa,SPECIES,154965,Escobaria tuberculosa,Incense Cory Cactus,Standard,G4,G4
Escobaria vivipara,SPECIES,129632,Escobaria vivipara,Spinystar,Standard,G5,G5
Eucalyptus bridgesiana,SPECIES,154146,Eucalyptus bridgesiana,Apple-box,Standard,GNR,GNR
Eucalyptus grandis,SPECIES,885217,Eucalyptus grandis,Grand Eucalyptus,Provisional,GNR,GNR
Eucalyptus marginata,SPECIES,144751,Eucalyptus marginata,Jarrah,Standard,GNR,GNR
Eucalyptus pilularis,SPECIES,160277,Eucalyptus pilularis,Blackbutt,Standard,GNR,GNR
Eucephalus engelmannii,SPECIES,141115,Eucephalus engelmannii,Engelmann's Aster,Standard,G5,G5
Eugenia axillaris,SPECIES,140743,Eugenia axillaris,White Stopper,Standard,G4,G4G5
Eugenia confusa,SPECIES,148760,Eugenia confusa,Red-berry Eugenia,Standard,G4,G4G5
Eugenia foetida,SPECIES,151190,Eugenia foetida,Spanish Stopper,Standard,G5,G5?
Eugenia rhombea,SPECIES,151781,Eugenia rhombea,Spiceberry Eugenia,Standard,G5,G5
Euonymus atropurpureus,SPECIES,149909,Euonymus atropurpureus,Wahoo,Standard,G5,G5
Euonymus occidentalis,SPECIES,128602,Euonymus occidentalis,Western Strawberry-bush,Standard,G5,G5
Eupatorium maculatum,SPECIES,130824,Eupatorium maculatum,Spotted Joe-pyeweed,Standard,G5,G5
Eupatorium perfoliatum,SPECIES,143537,Eupatorium perfoliatum,Common Boneset,Standard,G5,G5
Eurybia furcata,SPECIES,152711,Eurybia furcata,Forked Aster,Standard,G3,G3
Euthamia graminifolia,SPECIES,134656,Euthamia graminifolia,Flat-top Fragrant Goldenrod,Standard,G5,G5
Eutrema edwardsii,SPECIES,134261,Eutrema edwardsii,Edwards' Mock Wallflower,Standard,G4,G4G5
Exostema caribaeum,SPECIES,139195,Exostema caribaeum,Caribbean Princewood,Standard,G5,G5
Exothea paniculata,SPECIES,149007,Exothea paniculata,Butter-bough,Standard,G5,G5
Eysenhardtia orthocarpa,SPECIES,148704,Eysenhardtia orthocarpa,Desert Kidneywood,Standard,G5,G5?
Eysenhardtia polystachya,SPECIES,138591,Eysenhardtia polystachya,Kidneywood,Standard,G4,G4
Eysenhardtia texana,SPECIES,155441,Eysenhardtia texana,Texas Kidneywood,Standard,G5,G5
Fagus grandifolia,SPECIES,140235,Fagus grandifolia,American Beech,Standard,G5,G5
Fauria crista-galli,SPECIES,130542,Fauria crista-galli,Deer-cabbage,Standard,G5,G5
Ferocactus cylindraceus,SPECIES,149666,Ferocactus cylindraceus,California Barrel Cactus,Standard,G5,G5
